LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LN008815,34,73888,39961,818,85,0,4.17,360,0.0181,Master's,Full-time,Divorced,No,No,Personal,No,0
LN008816,21,61033,37334,304,27,19,28.1,120,0.0626,Bachelor's,Full-time,Married,Yes,No,Education,Yes,1
LN008817,44,39440,25099,743,56,16,8.43,60,0.1282,High School,Full-time,Married,No,No,Auto,Yes,0
LN008818,38,41411,16182,560,91,16,17.41,12,0.3964,High School,Self-employed,Single,No,Yes,Education,No,1
LN008819,30,73918,35165,585,37,14,15.2,36,0.1606,Bachelor's,Self-employed,Married,No,Yes,Personal,No,0
LN008820,31,54511,26814,654,24,17,12.66,180,0.0331,Bachelor's,Full-time,Married,No,No,Education,No,0
LN008821,35,4417,3432,570,0,17,13.54,36,0.2619,High School,Unemployed,Single,No,No,Auto,No,1
LN008822,29,66328,43482,604,119,6,17.49,12,0.6651,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
LN008823,23,61410,224163,746,69,7,8.98,120,0.3678,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0
LN008824,23,11286,6493,800,0,14,6.28,24,0.2892,Master's,Unemployed,Married,Yes,No,Auto,Yes,0
LN008825,49,28923,91889,575,97,2,16.76,120,0.3221,Bachelor's,Part-time,Single,Yes,No,Home,No,0
LN008826,31,33159,65297,836,17,1,5.15,36,0.6592,Bachelor's,Part-time,Divorced,Yes,No,Business,No,0
LN008827,35,61625,63080,578,98,14,14.58,36,0.3453,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,1
LN008828,37,41915,170774,712,34,7,7.21,24,0.99,High School,Full-time,Married,Yes,No,Home,No,0
LN008829,51,90641,36751,630,91,5,14.41,36,0.1368,Master's,Self-employed,Married,No,Yes,Personal,No,0
LN008830,37,3426,12105,672,3,3,11.1,360,0.1189,High School,Unemployed,Married,Yes,No,Home,No,1
LN008831,46,81578,109732,348,66,14,25.23,180,0.0916,Bachelor's,Self-employed,Married,No,Yes,Business,No,1
LN008832,54,51397,33557,542,94,14,16.46,360,0.0221,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0
LN008833,35,35485,29857,652,64,12,12.45,240,0.0425,High School,Self-employed,Divorced,No,Yes,Auto,No,1
LN008834,40,21070,23045,308,91,8,26.74,180,0.0745,High School,Full-time,Single,No,No,Auto,No,1
LN008835,32,42424,29374,551,48,11,15.84,36,0.2338,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,0
LN008836,36,27906,18367,759,35,13,7.48,60,0.1325,Bachelor's,Part-time,Divorced,No,No,Auto,No,0
LN008837,51,117231,417219,682,57,1,10.72,180,0.2394,PhD,Full-time,Married,Yes,Yes,Home,No,0
LN008838,39,23613,23218,795,82,3,5.85,240,0.0494,High School,Full-time,Married,No,Yes,Auto,No,0
LN008839,32,34900,55834,671,64,17,12.58,48,0.4041,Master's,Part-time,Married,No,No,Business,Yes,0
LN008840,39,62126,48296,693,111,12,10.93,360,0.0261,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LN008841,24,77763,79981,741,90,7,8.35,60,0.2071,Master's,Full-time,Married,No,No,Business,No,0
LN008842,27,4419,11805,741,3,14,8.74,48,0.6727,High School,Unemployed,Single,Yes,No,Home,No,0
LN008843,35,39714,16143,788,29,7,6.54,120,0.0409,Master's,Part-time,Single,Yes,Yes,Personal,Yes,0
LN008844,44,20307,11079,715,66,16,10.8,180,0.0367,High School,Part-time,Married,No,No,Education,No,0
LN008845,52,102527,57998,628,34,0,12.68,24,0.2858,Master's,Full-time,Divorced,No,Yes,Auto,No,0
LN008846,32,29414,105334,695,43,12,10.73,360,0.1204,High School,Full-time,Divorced,No,No,Home,No,0
LN008847,34,50818,63035,723,1,16,7.11,48,0.3119,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
LN008848,52,51395,168735,788,36,7,5.29,12,0.99,Bachelor's,Full-time,Married,No,No,Home,No,0
LN008849,49,35096,169667,750,43,18,7.66,180,0.3243,High School,Full-time,Divorced,Yes,Yes,Home,No,0
LN008850,46,67885,298191,829,1,2,3.33,48,0.99,Bachelor's,Full-time,Single,Yes,No,Home,No,0
LN008851,39,80219,137959,627,55,9,12.89,120,0.1738,Master's,Self-employed,Married,Yes,Yes,Business,No,1
LN008852,60,45284,26772,762,98,14,6.34,36,0.1981,High School,Self-employed,Married,Yes,No,Auto,No,0
LN008853,27,89082,57553,692,100,15,9.41,36,0.217,Master's,Full-time,Single,No,No,Education,No,0
LN008854,18,83178,31908,611,7,2,13.11,60,0.0776,Master's,Full-time,Married,No,Yes,Personal,Yes,0
LN008855,24,39276,29649,692,5,7,8.93,12,0.7605,High School,Full-time,Single,Yes,No,Auto,Yes,0
LN008856,40,27612,11385,786,151,15,7.22,36,0.1383,High School,Full-time,Single,Yes,Yes,Education,Yes,0
LN008857,37,9482,3390,677,0,2,11.92,240,0.0181,Master's,Unemployed,Divorced,No,No,Personal,No,0
LN008858,25,106120,49112,805,57,9,3.93,360,0.0155,PhD,Full-time,Single,No,No,Personal,No,0
LN008859,45,29139,74835,819,72,14,4.29,48,0.6443,High School,Full-time,Married,No,No,Home,Yes,0
LN008860,45,111250,45565,730,103,7,7.92,60,0.0825,PhD,Full-time,Married,No,Yes,Personal,No,0
LN008861,49,18148,10462,591,78,2,15.73,36,0.1947,High School,Part-time,Married,No,Yes,Auto,Yes,0
LN008862,36,41534,17044,787,12,12,7.75,120,0.0413,High School,Full-time,Single,Yes,Yes,Personal,No,0
LN008863,22,58456,219335,626,83,13,14.2,24,0.99,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
LN008864,19,73871,97220,440,83,3,21.78,60,0.268,Master's,Full-time,Married,No,No,Business,Yes,1
LN008865,18,26852,10074,414,77,1,22.5,120,0.0382,Bachelor's,Part-time,Married,No,No,Personal,No,1
LN008866,44,45365,30243,658,44,17,12.27,36,0.2245,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0
LN008867,26,34519,13150,719,92,9,11.14,36,0.1282,High School,Full-time,Married,No,Yes,Personal,Yes,0
LN008868,44,40136,26399,807,146,10,7.91,12,0.6621,Bachelor's,Part-time,Married,No,Yes,Education,No,0
LN008869,18,32457,23427,635,38,2,14.35,60,0.1461,High School,Full-time,Single,No,No,Auto,Yes,0
LN008870,40,32846,45161,623,65,19,13.72,60,0.2781,High School,Full-time,Single,No,No,Business,Yes,0
LN008871,51,50824,53602,538,119,5,16.27,120,0.1069,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
LN008872,56,58374,27329,560,135,9,17.17,240,0.0237,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0
LN008873,38,36856,18374,690,8,12,10.77,36,0.1677,High School,Full-time,Married,No,No,Personal,No,0
LN008874,30,106474,56027,686,106,7,9.42,240,0.0265,PhD,Full-time,Divorced,No,Yes,Auto,No,0
LN008875,22,13513,18437,688,67,6,11.14,180,0.0918,High School,Part-time,Married,Yes,No,Business,No,0
LN008876,38,35922,14687,551,81,18,15.68,36,0.1381,Master's,Part-time,Single,Yes,Yes,Personal,No,1
LN008877,33,46029,15979,665,133,1,13.8,240,0.0176,Bachelor's,Full-time,Single,No,Yes,Personal,No,0
LN008878,40,22800,13091,667,98,17,12.49,60,0.116,High School,Full-time,Single,Yes,No,Auto,No,1
LN008879,38,4404,2118,767,2,0,7.01,60,0.0967,High School,Unemployed,Married,Yes,No,Education,No,0
LN008880,52,71953,114618,767,84,3,8.6,24,0.8022,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LN008881,38,12706,6473,780,86,14,8.0,360,0.0171,High School,Part-time,Married,Yes,No,Personal,No,0
LN008882,42,26826,4991,790,17,15,5.9,360,0.01,High School,Self-employed,Single,No,No,Personal,No,0
LN008883,22,28256,44879,504,33,8,21.15,48,0.4041,High School,Full-time,Married,Yes,Yes,Business,No,1
LN008884,18,4087,2603,732,2,4,8.35,36,0.2138,High School,Unemployed,Married,No,Yes,Auto,Yes,0
LN008885,45,7695,3715,756,0,10,6.9,180,0.0324,Master's,Unemployed,Divorced,No,Yes,Auto,Yes,0
LN008886,31,102209,55141,719,37,14,10.23,60,0.1088,PhD,Full-time,Married,No,Yes,Auto,No,0
LN008887,44,7600,2773,844,0,8,3.81,36,0.122,Bachelor's,Unemployed,Married,Yes,Yes,Personal,No,0
LN008888,32,37042,91589,787,46,2,5.69,36,0.8281,Bachelor's,Part-time,Divorced,No,No,Home,No,0
LN008889,18,5033,1340,614,2,1,16.74,240,0.0135,Bachelor's,Unemployed,Married,No,No,Personal,No,1
LN008890,33,101555,150662,688,107,2,11.13,60,0.2995,Master's,Self-employed,Married,No,Yes,Business,No,0
LN008891,30,7980,29026,718,2,11,11.88,240,0.1837,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0
LN008892,39,42220,143163,720,56,4,8.1,60,0.6828,Bachelor's,Part-time,Single,No,Yes,Home,No,0
LN008893,46,47045,24203,674,72,7,11.3,36,0.1731,Master's,Full-time,Single,No,Yes,Education,Yes,0
LN008894,59,61203,125386,723,110,15,9.7,48,0.5163,Bachelor's,Self-employed,Divorced,Yes,Yes,Business,Yes,0
LN008895,50,69344,126372,433,91,18,20.65,180,0.1236,Master's,Full-time,Married,Yes,Yes,Business,No,1
LN008896,39,100276,43914,376,50,12,25.16,60,0.0894,PhD,Full-time,Married,Yes,No,Personal,Yes,0
LN008897,45,89567,24705,699,113,16,10.2,60,0.0556,Master's,Full-time,Married,No,No,Personal,No,0
LN008898,29,136469,115811,451,1,15,21.07,120,0.0864,PhD,Self-employed,Married,Yes,No,Auto,Yes,0
LN008899,48,44330,185524,713,77,0,10.33,24,0.99,High School,Full-time,Married,No,Yes,Home,No,0
LN008900,27,85346,45763,736,70,11,9.41,60,0.1081,Master's,Full-time,Married,No,Yes,Personal,Yes,0
LN008901,47,60768,22963,581,13,6,15.55,120,0.0383,Bachelor's,Self-employed,Married,No,Yes,Personal,Yes,0
LN008902,45,87103,54596,803,66,14,7.35,120,0.0631,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,0
LN008903,40,25535,100721,729,85,7,10.83,120,0.398,High School,Full-time,Married,No,No,Home,No,0
LN008904,37,59864,95454,669,6,9,11.49,120,0.161,Bachelor's,Self-employed,Divorced,Yes,No,Business,No,0
LN008905,40,60108,36311,789,105,10,5.92,360,0.0202,Bachelor's,Full-time,Married,No,No,Education,No,0
LN008906,53,72983,62599,518,74,16,19.37,360,0.0291,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
LN008907,48,52083,273347,635,5,16,11.77,120,0.53,Bachelor's,Full-time,Single,No,Yes,Home,No,0
LN008908,23,90723,338767,736,52,18,9.27,60,0.7526,Master's,Full-time,Married,Yes,No,Home,Yes,0
LN008909,51,62466,25943,816,65,18,5.97,120,0.0417,Bachelor's,Full-time,Married,No,Yes,Personal,Yes,0
LN008910,32,32854,35703,588,167,8,13.76,24,0.5496,High School,Full-time,Married,Yes,No,Auto,No,0
LN008911,42,116458,214450,725,1,1,6.5,48,0.4629,PhD,Full-time,Married,No,Yes,Business,Yes,0
LN008912,58,27377,9512,624,113,8,16.51,360,0.0117,High School,Full-time,Divorced,No,Yes,Personal,Yes,0
LN008913,35,37452,16998,736,39,18,9.05,60,0.0915,High School,Self-employed,Single,No,Yes,Education,Yes,0
LN008914,47,32923,28522,762,27,13,9.62,36,0.2911,High School,Full-time,Married,Yes,Yes,Education,Yes,0
LN008915,33,21445,10290,837,39,6,4.38,240,0.0241,Master's,Part-time,Married,Yes,Yes,Auto,No,0
LN008916,35,106685,35762,617,117,5,15.74,60,0.0679,PhD,Full-time,Single,Yes,No,Personal,No,0
LN008917,46,86249,36666,686,75,8,9.97,60,0.0857,Master's,Full-time,Married,No,No,Personal,No,0
LN008918,53,71752,209134,691,67,19,10.14,24,0.99,Bachelor's,Full-time,Married,No,No,Home,No,0
LN008919,29,40718,19601,578,113,18,15.73,120,0.0488,High School,Full-time,Married,No,No,Personal,No,0
LN008920,49,63437,17683,667,8,17,13.72,180,0.0188,Bachelor's,Self-employed,Single,No,No,Personal,No,0
LN008921,44,44265,16496,710,34,15,7.94,360,0.0125,High School,Full-time,Divorced,No,No,Personal,Yes,0
LN008922,48,43031,47531,653,75,12,11.17,60,0.223,Master's,Part-time,Married,Yes,Yes,Business,Yes,0
LN008923,33,47340,102315,738,76,0,9.87,180,0.1453,High School,Self-employed,Divorced,No,Yes,Business,Yes,0
LN008924,53,31219,10429,840,52,17,5.61,120,0.0336,High School,Full-time,Married,No,No,Personal,No,0
LN008925,23,62191,26432,665,99,8,10.68,360,0.0143,Master's,Full-time,Divorced,Yes,No,Personal,No,0
LN008926,25,32803,17269,580,24,19,16.86,36,0.1779,Bachelor's,Part-time,Single,No,Yes,Auto,No,0
LN008927,32,68388,250097,464,64,13,18.03,120,0.3712,Bachelor's,Full-time,Single,Yes,No,Home,No,1
LN008928,28,64058,72080,323,23,6,28.84,60,0.2305,Master's,Full-time,Married,No,No,Business,No,1
LN008929,37,112656,350573,696,32,7,10.42,60,0.6278,Master's,Full-time,Married,Yes,Yes,Home,No,0
LN008930,37,83116,51666,815,61,14,5.07,360,0.0208,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LN008931,27,42857,21557,624,50,0,15.27,240,0.0255,Bachelor's,Full-time,Divorced,Yes,Yes,Personal,No,0
LN008932,31,7676,5035,828,3,13,4.02,180,0.0439,Bachelor's,Unemployed,Divorced,No,No,Education,No,0
LN008933,19,38390,147907,693,98,18,9.36,120,0.3883,High School,Self-employed,Married,No,No,Home,Yes,0
LN008934,31,31714,16963,672,115,2,13.44,180,0.0361,High School,Full-time,Divorced,No,Yes,Personal,No,0
LN008935,23,48762,18679,674,46,16,10.97,240,0.0193,Bachelor's,Full-time,Married,No,No,Personal,Yes,0
LN008936,43,11612,20235,695,1,10,11.36,240,0.088,PhD,Unemployed,Single,Yes,Yes,Business,No,1
LN008937,35,62037,19346,556,117,7,14.71,60,0.0631,Bachelor's,Full-time,Married,Yes,No,Personal,No,0
LN008938,35,17368,22246,638,21,14,12.87,60,0.2589,High School,Part-time,Married,Yes,No,Business,Yes,0
LN008939,18,46412,23182,710,61,0,10.11,180,0.0336,Master's,Part-time,Divorced,Yes,No,Education,No,0
LN008940,64,54262,29958,820,20,4,4.89,60,0.1109,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0
LN008941,39,66072,25074,746,135,12,9.37,180,0.0255,Bachelor's,Full-time,Single,Yes,No,Personal,No,0
LN008942,46,29602,10981,776,28,15,4.85,360,0.0124,Master's,Part-time,Divorced,No,Yes,Personal,Yes,0
LN008943,48,25550,11585,847,1,1,3.7,24,0.2274,High School,Full-time,Married,No,No,Auto,No,0
LN008944,58,111730,66037,673,87,0,10.14,36,0.1987,PhD,Full-time,Single,Yes,Yes,Auto,No,0
LN008945,26,79450,29535,596,154,4,14.64,48,0.0941,PhD,Full-time,Married,No,Yes,Personal,No,0
LN008946,44,43114,22443,767,81,18,7.32,48,0.1309,Bachelor's,Full-time,Married,No,Yes,Education,No,0
LN008947,35,9624,2795,752,3,18,7.13,240,0.0146,PhD,Unemployed,Single,Yes,Yes,Personal,No,0
LN008948,36,19918,7882,727,13,15,10.33,12,0.3991,High School,Self-employed,Married,Yes,No,Personal,No,0
LN008949,50,44269,30680,737,113,7,8.19,120,0.0698,PhD,Part-time,Married,No,No,Auto,No,0
LN008950,38,87294,66182,725,74,13,7.19,360,0.0254,Master's,Full-time,Divorced,No,No,Auto,No,0
LN008951,37,58568,108640,818,52,15,5.96,240,0.0932,Bachelor's,Full-time,Single,Yes,Yes,Business,No,0
LN008952,51,64300,25791,697,40,10,11.29,36,0.135,Bachelor's,Full-time,Single,No,No,Personal,No,0
LN008953,37,42494,114658,678,133,16,10.84,36,0.9075,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,0
LN008954,23,101895,45820,785,32,1,8.19,240,0.0226,Master's,Self-employed,Divorced,Yes,No,Education,No,0
LN008955,30,36431,124368,758,106,15,8.25,36,0.99,High School,Self-employed,Married,Yes,No,Home,No,0
LN008956,25,16837,47076,711,34,3,9.82,60,0.5638,High School,Part-time,Married,No,No,Home,No,0
LN008957,48,6917,8298,730,2,9,8.29,12,0.99,Bachelor's,Unemployed,Married,Yes,Yes,Auto,No,1
LN008958,45,82129,49085,722,62,16,9.33,36,0.2008,Master's,Self-employed,Married,No,Yes,Education,No,1
LN008959,18,54119,23479,522,84,16,17.66,60,0.088,Bachelor's,Full-time,Married,No,Yes,Personal,No,0
LN008960,49,12312,48237,412,42,2,23.55,360,0.1332,High School,Part-time,Divorced,Yes,Yes,Home,No,1
LN008961,34,35245,114836,793,45,12,4.88,60,0.6543,High School,Self-employed,Married,Yes,No,Home,No,0
LN008962,43,58434,56684,527,63,3,18.79,36,0.3284,Bachelor's,Self-employed,Married,No,No,Auto,Yes,0
LN008963,46,28285,94726,657,33,16,13.02,24,0.99,Bachelor's,Part-time,Divorced,No,Yes,Home,No,0
LN008964,33,37470,125017,643,64,15,12.2,180,0.2247,High School,Full-time,Married,No,No,Home,No,0
LN008965,52,103129,185387,751,4,14,8.52,36,0.6035,Master's,Self-employed,Married,No,Yes,Business,No,0
LN008966,53,37446,40622,751,138,14,7.34,360,0.0364,Master's,Part-time,Single,No,Yes,Auto,No,0
LN008967,24,39170,8905,322,18,6,26.19,360,0.01,Master's,Part-time,Single,No,Yes,Personal,No,1
LN008968,46,25138,16277,520,26,8,19.17,360,0.0219,High School,Full-time,Married,Yes,Yes,Auto,No,0
LN008969,43,26138,111052,670,118,10,11.52,120,0.4289,High School,Self-employed,Married,No,No,Home,No,0
LN008970,43,58985,23344,684,128,10,9.12,24,0.1994,Bachelor's,Full-time,Married,No,Yes,Personal,Yes,0
LN008971,36,72758,142280,646,71,7,13.73,60,0.3956,Bachelor's,Full-time,Married,Yes,No,Business,Yes,0
LN008972,51,42763,16061,574,71,2,14.52,180,0.0253,High School,Self-employed,Married,No,No,Personal,No,0
LN008973,41,171943,129781,692,76,16,10.71,24,0.3808,PhD,Self-employed,Married,No,Yes,Auto,No,0
LN008974,34,3947,3611,821,1,12,4.43,360,0.0306,High School,Unemployed,Divorced,No,No,Auto,No,0
LN008975,57,47185,222200,543,33,18,17.5,36,0.99,Bachelor's,Full-time,Married,No,Yes,Home,No,0
LN008976,43,82147,417285,332,35,4,24.62,60,0.99,Master's,Full-time,Single,No,No,Home,No,1
LN008977,26,105221,96069,717,108,7,8.79,240,0.046,PhD,Full-time,Married,No,Yes,Auto,No,0
LN008978,59,32926,6948,600,1,10,14.3,24,0.1068,High School,Full-time,Single,No,No,Personal,Yes,0
LN008979,26,106114,47736,746,57,18,7.55,48,0.1132,PhD,Full-time,Married,Yes,Yes,Personal,No,0
LN008980,21,60774,37552,810,12,5,5.95,36,0.207,Bachelor's,Full-time,Single,No,Yes,Education,No,0
LN008981,31,80569,61274,699,22,14,10.64,24,0.3836,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
LN008982,54,41064,14732,726,107,7,9.13,60,0.0723,High School,Full-time,Divorced,No,No,Education,Yes,0
LN008983,51,26789,21453,540,37,0,17.48,12,0.8125,High School,Full-time,Married,Yes,No,Education,No,0
LN008984,37,24893,75809,691,41,0,11.16,24,0.99,High School,Full-time,Single,No,Yes,Home,No,0
LN008985,36,67871,84547,806,5,19,7.34,60,0.2507,Bachelor's,Full-time,Married,No,No,Business,No,0
LN008986,49,42694,28882,534,117,8,15.4,36,0.2284,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
LN008987,57,99925,120721,588,88,4,13.79,60,0.2444,PhD,Full-time,Single,No,No,Business,Yes,0
LN008988,46,31276,15467,322,51,8,26.07,48,0.1263,Bachelor's,Part-time,Married,No,Yes,Personal,No,1
LN008989,34,30540,11884,640,49,5,12.82,48,0.0983,High School,Self-employed,Divorced,Yes,No,Personal,No,0
LN008990,27,146368,543105,369,29,18,24.9,48,0.9469,PhD,Self-employed,Single,Yes,No,Home,Yes,1
LN008991,46,80895,161985,623,58,7,15.58,180,0.1352,Master's,Full-time,Married,No,Yes,Home,Yes,0
LN008992,50,3870,1821,479,1,14,21.01,120,0.0479,High School,Unemployed,Married,Yes,No,Personal,No,1
LN008993,26,7947,2534,425,1,3,21.83,360,0.0108,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1
LN008994,38,32575,6726,695,1,14,10.69,12,0.2083,High School,Full-time,Married,No,No,Personal,No,0
LN008995,38,28003,15784,603,76,8,14.07,60,0.1141,Bachelor's,Part-time,Single,No,No,Education,No,1
LN008996,47,19934,21493,678,1,13,9.57,360,0.0362,High School,Full-time,Single,No,No,Business,No,0
LN008997,36,63473,49521,729,1,10,9.28,180,0.0524,Bachelor's,Self-employed,Married,No,Yes,Auto,No,0
LN008998,33,55572,28613,616,71,1,13.67,120,0.0521,Bachelor's,Self-employed,Single,Yes,Yes,Personal,Yes,0
LN008999,54,91612,26699,593,51,9,14.48,12,0.295,Bachelor's,Self-employed,Married,No,Yes,Personal,No,0
LN009000,35,66212,215934,693,1,16,9.68,36,0.99,Bachelor's,Full-time,Single,No,Yes,Home,Yes,0
LN009001,18,32046,36792,757,44,2,8.95,12,0.99,High School,Self-employed,Married,Yes,No,Business,Yes,0
LN009002,35,19232,7871,415,33,2,23.45,36,0.1391,High School,Part-time,Married,Yes,No,Education,No,0
LN009003,27,75295,34976,380,74,11,22.64,120,0.0473,Master's,Self-employed,Married,Yes,No,Personal,No,1
LN009004,46,59065,30611,691,98,18,10.24,120,0.0523,Bachelor's,Full-time,Married,No,No,Education,No,1
LN009005,45,36008,16338,691,7,1,11.79,60,0.0916,High School,Self-employed,Single,No,Yes,Personal,No,0
LN009006,37,41817,148865,520,79,17,21.52,60,0.7248,High School,Self-employed,Single,Yes,No,Home,No,0
LN009007,30,62804,101458,737,41,10,9.79,180,0.1086,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LN009008,45,40426,19241,619,114,3,14.86,360,0.0161,Bachelor's,Self-employed,Single,No,Yes,Education,No,0
LN009009,18,39893,74321,771,84,4,7.67,240,0.0937,High School,Self-employed,Single,No,Yes,Business,No,0
LN009010,33,43436,19748,707,28,12,10.63,180,0.0306,High School,Full-time,Single,No,Yes,Personal,No,0
LN009011,32,80922,36985,833,90,3,4.12,180,0.0306,Master's,Self-employed,Divorced,Yes,No,Personal,No,0
LN009012,43,47452,39719,588,60,13,17.37,180,0.0566,Bachelor's,Full-time,Single,Yes,Yes,Auto,No,1
LN009013,46,89280,42804,577,81,10,15.28,60,0.0971,Master's,Full-time,Single,Yes,No,Personal,No,0
LN009014,40,26963,28739,595,8,6,15.15,24,0.5397,High School,Full-time,Married,No,Yes,Business,No,0
LN009015,32,8115,6499,300,2,6,27.32,12,0.8191,Bachelor's,Unemployed,Single,No,No,Education,No,1
LN009016,32,31074,14141,739,102,1,6.8,36,0.1526,High School,Full-time,Divorced,No,No,Personal,Yes,0
LN009017,48,30171,21241,743,93,15,8.49,12,0.709,High School,Full-time,Single,Yes,No,Auto,No,0
LN009018,52,55319,53089,849,32,2,3.0,180,0.0641,Bachelor's,Full-time,Married,No,No,Auto,No,0
LN009019,37,128114,237620,321,110,2,27.42,24,0.9486,PhD,Full-time,Single,Yes,No,Home,Yes,1
LN009020,41,99989,71383,715,90,5,8.54,240,0.0359,Master's,Full-time,Divorced,No,No,Auto,No,0
LN009021,43,39076,37251,848,95,11,4.02,360,0.0319,High School,Self-employed,Married,No,No,Auto,No,0
LN009022,31,91628,97080,797,67,2,5.86,60,0.2129,Master's,Self-employed,Married,Yes,No,Auto,No,0
LN009023,18,61652,19227,763,64,8,7.46,60,0.0628,Bachelor's,Self-employed,Single,Yes,No,Personal,No,0
LN009024,30,15024,15698,330,42,0,25.94,240,0.0534,High School,Part-time,Married,No,No,Auto,Yes,1
LN009025,31,58494,179059,717,60,16,8.55,24,0.99,Bachelor's,Full-time,Divorced,Yes,No,Home,No,0
LN009026,24,61282,47775,720,52,8,10.79,24,0.3933,Bachelor's,Full-time,Married,No,No,Education,Yes,0
LN009027,43,75065,332525,693,60,3,11.38,36,0.99,Master's,Full-time,Married,No,No,Home,Yes,0
LN009028,27,59008,15130,680,70,18,10.19,120,0.0259,Bachelor's,Full-time,Married,Yes,No,Personal,No,1
LN009029,48,61356,60984,779,124,5,7.89,180,0.0667,Bachelor's,Full-time,Married,Yes,No,Business,No,0
LN009030,33,34921,128081,704,90,3,11.45,60,0.7405,Master's,Part-time,Single,Yes,No,Home,Yes,0
LN009031,39,4212,2945,653,0,6,14.45,120,0.0708,High School,Unemployed,Single,Yes,No,Auto,No,0
LN009032,45,6543,14331,584,2,4,14.07,12,0.99,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0
LN009033,40,58273,214975,423,1,1,20.75,24,0.99,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
LN009034,50,5292,3566,568,1,18,17.16,24,0.3417,High School,Unemployed,Single,Yes,Yes,Auto,No,1
LN009035,41,64428,269302,786,1,9,6.33,120,0.4202,Bachelor's,Self-employed,Single,No,No,Home,No,0
LN009036,45,27958,45627,743,71,3,9.28,48,0.4112,High School,Full-time,Married,No,Yes,Business,No,0
LN009037,20,37225,29940,840,27,3,5.92,60,0.1617,High School,Full-time,Married,No,No,Auto,No,0
LN009038,32,33489,37494,687,73,3,10.6,12,0.99,High School,Self-employed,Single,No,Yes,Business,No,0
LN009039,31,3000,4658,823,1,13,4.18,24,0.779,High School,Unemployed,Single,No,Yes,Business,Yes,0
LN009040,47,55628,27387,563,71,19,16.99,36,0.1664,Bachelor's,Self-employed,Married,Yes,No,Personal,No,0
LN009041,48,75389,38204,801,73,19,7.8,240,0.0255,Bachelor's,Full-time,Single,No,No,Education,No,0
LN009042,39,25773,83988,735,139,1,8.78,180,0.2188,High School,Full-time,Single,No,No,Home,No,0
LN009043,27,42877,53790,505,31,1,19.6,60,0.255,High School,Full-time,Married,Yes,No,Business,Yes,1
LN009044,43,38264,6670,709,11,19,10.6,60,0.0352,High School,Full-time,Married,No,Yes,Personal,No,0
LN009045,36,82178,322560,322,1,16,28.82,360,0.134,Bachelor's,Self-employed,Married,Yes,Yes,Home,No,1
LN009046,36,35582,26023,846,79,16,5.08,360,0.0245,High School,Full-time,Single,Yes,Yes,Auto,Yes,0
LN009047,36,28153,28368,827,77,8,4.99,48,0.253,High School,Full-time,Married,No,No,Auto,No,0
LN009048,37,72504,90401,388,40,17,25.63,60,0.2547,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
LN009049,51,33632,11659,740,77,17,7.56,60,0.0698,High School,Full-time,Married,Yes,No,Personal,Yes,1
LN009050,44,87696,30983,400,71,11,23.55,360,0.012,Master's,Full-time,Married,No,Yes,Personal,No,1
LN009051,44,8362,16891,808,1,5,3.73,48,0.5066,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,0
LN009052,28,49638,43896,805,27,4,5.02,120,0.0888,Bachelor's,Self-employed,Married,No,No,Auto,No,0
LN009053,18,71871,21413,545,17,1,16.52,60,0.0604,Bachelor's,Self-employed,Single,Yes,No,Personal,Yes,1
LN009054,39,97153,64863,513,1,13,17.93,120,0.0678,Master's,Full-time,Married,Yes,Yes,Education,No,1
LN009055,33,69018,244373,721,108,10,7.68,120,0.3563,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0
LN009056,44,45014,40445,797,90,8,6.5,48,0.2258,High School,Full-time,Single,No,Yes,Auto,No,0
LN009057,36,100494,38222,594,17,5,17.97,24,0.193,Master's,Full-time,Divorced,Yes,Yes,Personal,Yes,0
